title,company,location,experience,min_experience,max_experience,salary,min_salary,max_salary,description,skills,posted_duration,job_url,search_keyword
Data Engineer,Google,Bengaluru,0 Yrs,0.0,0.0,Not Specified,,,"Bachelors degree in Computer Science, Engineering, Mathematics, a related field, or equ...","['Product Management', 'Product Engineering', 'Analytical', 'Machine Learning', 'Data Structures', 'Data Processing', 'Data Quality', 'Data Mining']",3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-google-india-private-limited-bengaluru-0-to-0-years-090725503768,data engineer
Data Engineer,IQVIA,Hybrid - Bengaluru,6-11 Yrs,6.0,11.0,Not Specified,,,Bachelors Degree Req Masters Degree Business Administration Pref Project Role: Azure da...,"['Data Engineering', 'Data Bricks', 'SQL', 'Scala', 'Spark', 'Pyspark', 'Azure', 'Azure Databricks']",1 week ago,https://www.naukri.com/job-listings-data-engineer-iqvia-bengaluru-6-to-11-years-110325014320,data engineer
Data Engineer / Data Mart Architect,Jewelex India,Mumbai (All Areas),4-9 Yrs,4.0,9.0,10-12 Lacs PA,1000000.0,1200000.0,o SQL (advanced level). o Open-source databases (PostgreSQL preferred). Experience work...,"['Data Mart Architect', 'Gcp', 'Azure Cloud', 'Data Engineer', 'Data Modeling', 'Bi & Analytics', 'Data Warehousing', 'Etl']",1 day ago,https://www.naukri.com/job-listings-data-engineer-data-mart-architect-jewelex-india-mumbai-all-areas-4-to-9-years-140726021042,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Chandigarh,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architectures', 'Data Architect', 'Machine Learning Models', 'Data Engineer', 'Etl', 'SQL', 'Python', 'Architecture']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-chandigarh-3-to-8-years-080726924743,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Lucknow,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architectures', 'Data Architect', 'Machine Learning Models', 'Data Engineer', 'Etl', 'SQL', 'Python', 'Management']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-lucknow-3-to-8-years-080726924002,data engineer
Data engineer/Architect,Techila Global Services,"Hybrid - Nagpur, Nashik, Pune",10-15 Yrs,10.0,15.0,Not Specified,,,"10+ years of experience in Data Engineering, Business Intelligence, and Data Architectu...","['Data Engineering', 'Ci Cd Pipeline', 'Architecture', 'Continuous Integration', 'Pipeline', 'Ci/Cd', 'Engineering', 'Data']",2 weeks ago,https://www.naukri.com/job-listings-data-engineer-architect-techila-global-services-nagpur-nashik-pune-10-to-15-years-250626021856,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,New Delhi,3-5 Yrs,3.0,5.0,Not Specified,,,"Qualification: BTech ( EE, CSE, ECE, IT ) from Top Technology Institute. Job Responsibi...","['Data Architecture', 'Hive', 'Nosql', 'Postgresql', 'Scala', 'Mysql', 'Big Data', 'Spark']",Just now,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-new-delhi-3-to-5-years-150726913324,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Mysuru,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architectures', 'Data Architect', 'Machine Learning Models', 'Data Engineer', 'Etl', 'SQL', 'Python', 'Management']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-mysuru-3-to-8-years-080726925040,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Bhopal,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Engineering', 'Google Big Query', 'Etl', 'Aws', 'Redshift', 'SQL', 'Python', 'Architecture']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-bhopal-3-to-8-years-080726923927,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Surat,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['SQL', 'Rest', 'Python', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Data Architecture', 'Machine Learning']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-surat-3-to-8-years-080726924768,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Agra,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Rest', 'Python', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Machine Learning', 'Data Engineering']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-agra-3-to-8-years-080726923930,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Bhubaneswar,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Python', 'Data Engineering', 'Google Bigquery', 'Aws Redshift', 'Data Warehouses', 'Data Processing Systems', 'Etl Pipelines', 'SQL']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-bhubaneswar-3-to-8-years-080726924004,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Ludhiana,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Machine Learning', 'Data Engineering', 'Redis', 'SQL']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-ludhiana-3-to-8-years-080726925041,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Coimbatore,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Scala', 'Amazon Redshift', 'Cassandra', 'Data Warehousing', 'Machine Learning', 'Data Engineering', 'Redis']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-coimbatore-3-to-8-years-080726924409,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Varanasi,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Engineering', 'Google Big Query', 'Etl', 'Aws', 'Redshift', 'SQL', 'Python', 'Architecture']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-varanasi-3-to-8-years-080726924770,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Nagpur,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Python', 'Data Engineering', 'Google Bigquery', 'Aws Redshift', 'Data Warehouses', 'Data Processing Systems', 'Etl Pipelines', 'SQL']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-nagpur-3-to-8-years-080726924252,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Kochi,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Rest', 'Python', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Machine Learning', 'Data Engineering']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-kochi-3-to-8-years-080726925055,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Jaipur,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Python', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Machine Learning', 'Data Engineering', 'Redis']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-jaipur-3-to-8-years-080726924293,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Kanpur,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Rest', 'Python', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Machine Learning', 'Data Engineering']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-kanpur-3-to-8-years-080726923941,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Guwahati,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architecture', 'Rest', 'Python', 'Scala', 'Amazon Redshift', 'Data Warehousing', 'Machine Learning', 'Data Engineering']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-guwahati-3-to-8-years-080726923931,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Surat,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-surat-5-to-10-years-230626914566,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Lucknow,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-lucknow-5-to-10-years-230626914564,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Kanpur,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-kanpur-5-to-10-years-230626914563,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Faridabad,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-faridabad-5-to-10-years-230626914553,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Chandigarh,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-chandigarh-5-to-10-years-230626914537,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Bhopal,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-bhopal-5-to-10-years-230626914567,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,New Delhi,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-new-delhi-5-to-10-years-230626915356,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Jaipur,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-jaipur-5-to-10-years-230626914571,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Indore,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-indore-5-to-10-years-230626914568,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Patna,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-patna-5-to-10-years-230626914557,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Varanasi,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-varanasi-5-to-10-years-230626914556,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Agra,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-agra-5-to-10-years-230626914554,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Bhubaneswar,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-bhubaneswar-5-to-10-years-230626914550,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Visakhapatnam,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-visakhapatnam-5-to-10-years-230626914548,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Kochi,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-kochi-5-to-10-years-230626914536,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Vadodara,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architect', 'Google Bigquery', 'Aws Redshift', 'Data Warehouses', 'Etl Pipelines', 'SQL', 'Python', 'Management']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-vadodara-3-to-8-years-080726924020,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Indore,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['SQL', 'Google Bigquery', 'Aws Redshift', 'Data Warehousing', 'Real-Time Data Processing Systems', 'Etl', 'Python', 'Architecture']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-indore-3-to-8-years-080726924767,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Patna,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['SQL', 'Google Bigquery', 'Aws Redshift', 'Data Warehousing', 'Real-Time Data Processing Systems', 'Etl', 'Python', 'System']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-patna-3-to-8-years-080726923928,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Faridabad,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['Data Architect', 'Python', 'Google Bigquery', 'Aws Redshift', 'Data Warehousing', 'SQL', 'Data Architecture', 'Warehouse']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-faridabad-3-to-8-years-080726924738,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Visakhapatnam,3-8 Yrs,3.0,8.0,Not Specified,,,"Must have expertise in SQL, Python, and cloud data platforms like AWS Redshift or Googl...","['SQL', 'Google Bigquery', 'Aws Redshift', 'Data Warehousing', 'Real-Time Data Processing Systems', 'Etl', 'Python', 'Architecture']",6 days ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-visakhapatnam-3-to-8-years-080726924243,data engineer
Data Engineer/Architect,Gegnat Yards,Hybrid - Bengaluru,8-13 Yrs,8.0,13.0,Not Specified,,,"Major Skills : Kafka Streaming, Flink, Iceberg • Design and implement real-time (Kafka,...","['Apache Flink', 'Kafka', 'Iceberg', 'Spark Streaming', 'Streaming', 'Apache', 'Data Engineering', 'Architecture']",3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-architect-gegnat-yards-bengaluru-8-to-13-years-130626013445,data engineer
Data Engineer,Alstom,Bengaluru,5-7 Yrs,5.0,7.0,Not Specified,,,Good understanding of RBAC and IAM Access ControlEssential: Degree in Computer Science ...,"['Data Engineer', 'Python', 'Data Analytics', 'Aks', 'Databricks', 'Power BI', 'Machine Learning', 'Nosql']",1 day ago,https://www.naukri.com/job-listings-data-engineer-alstom-transport-india-ltd-bengaluru-5-to-7-years-130726935644,data engineer
AI And DATA - Data Engineer Solution Architect - Manager,EY,Bengaluru,10-15 Yrs,10.0,15.0,Not Specified,,,"At EY, you ll have the chance to build a career as unique as you are, with the global...","['Mining', 'Operational Excellence', 'Reconciliation', 'Consulting', 'Data Processing', 'Asset Management', 'Troubleshooting', 'Analytics']",3 weeks ago,https://www.naukri.com/job-listings-ai-and-data-data-engineer-solution-architect-manager-ernst-young-bengaluru-10-to-15-years-180626502942,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Vadodara,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-vadodara-5-to-10-years-230626914535,data engineer
Data Engineer,Accenture,Bengaluru,2-4 Yrs,2.0,4.0,Not Specified,,,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"['Data Analytics', 'Database Design', 'Data Modeling', 'Spark', 'Design Principles', 'Hive', 'Python', 'Data Security']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-130726933564,data engineer
Data Engineer,Accenture,Chennai,2-4 Yrs,2.0,4.0,Not Specified,,,"Project Role :Data EngineerProject Role Description :Design, develop and maintain data ...","['Data Engineer', 'Snowflake', 'Data Warehouse', 'Etl Tools', 'Data Management', 'Data Pipelines', 'Cloud Platforms', 'Collection']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-130726934464,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Nagpur,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-nagpur-5-to-10-years-230626914534,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Coimbatore,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-coimbatore-5-to-10-years-230626914532,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Ludhiana,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-ludhiana-5-to-10-years-230626914528,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Mysuru,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-mysuru-5-to-10-years-230626914531,data engineer
Big Data Developer/ Big Data Engineer,Tata Consultancy Services,Bengaluru,5-10 Yrs,5.0,10.0,Not Specified,,,Notice Period: 0 to 30 / 45 days (or) Immediate Joiners are also preferred. Required Sk...,"['Hive', 'Hadoop', 'Spark', 'SQL', 'Big Data', 'Big Data Administration', 'Data Engineering', 'Development']",3 weeks ago,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-bengaluru-5-to-10-years-210626003497,data engineer
Manager / Data Engineer - Data Architect,Benovymed Healthcare Private Limited,Guwahati,5-10 Yrs,5.0,10.0,Not Specified,,,"Experience with data modeling, data warehousing, and ETL processesExperience with data ...","['Analytical Skills', 'Data Management', 'Data Validation', 'Data Engineer', 'Data Warehousing', 'Data Architecture', 'Healthcare', 'Data Architect']",3 weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-private-limited-guwahati-5-to-10-years-230626914530,data engineer
Data Engineer,Accenture,Hyderabad,2-4 Yrs,2.0,4.0,Not Specified,,,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"['Pyspark', 'Data Engineering', 'Data Pipeline Architecture', 'Etl', 'Data Integration', 'Hive', 'Python', 'Data Analytics']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-hyderabad-2-to-4-years-130726930101,data engineer
Data Engineer,Accenture,Chennai,2-4 Yrs,2.0,4.0,Not Specified,,,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"['Pyspark', 'Data Engineering', 'Data Pipeline Architecture', 'Etl', 'Data Integration', 'Hive', 'Python', 'Data Analytics']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-chennai-2-to-4-years-130726935376,data engineer
Big Data Developer/ Big Data Engineer,Tata Consultancy Services,Bengaluru,5-10 Yrs,5.0,10.0,Not Specified,,,Notice Period: 0 to 30 / 45 days (or) Immediate Joiners are also preferred. Required Sk...,"['Hive', 'Hadoop', 'Big Data', 'Spark', 'SQL', 'Pyspark', 'Sqoop', 'Scala']",3+ weeks ago,https://www.naukri.com/job-listings-big-data-developer-big-data-engineer-tata-consultancy-services-bengaluru-5-to-10-years-150626038930,data engineer
Data Engineer,Accenture,Bengaluru,2-4 Yrs,2.0,4.0,Not Specified,,,Minimum . 5 year(s) of experience is required. Educational Qualification : 15 years ful...,"['Data Warehousing', 'Data Engineering', 'Spark', 'Data Pipeline Architecture', 'Etl', 'Hive', 'Python', 'Oracle']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-4-years-130726933558,data engineer
Data Engineer,Accenture,Bengaluru,5-10 Yrs,5.0,10.0,Not Specified,,,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...,"['Data Engineer', 'Snowflake', 'Data Warehouse', 'Python', 'Data Pipelines', 'Cloud Platforms', 'Programming Languages', 'Data Engineering']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-140726931692,data engineer
Data Engineer,Accenture,Bengaluru,15-20 Yrs,15.0,20.0,Not Specified,,,"Educational Qualification : 15 years full time education. Summary :As a Data Engineer, ...","['Pyspark', 'Data Engineering', 'Data Pipeline Architecture', 'Etl', 'Data Integration', 'Hive', 'Python', 'Data Analytics']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-130726932194,data engineer
Data Engineer,Accenture,Navi Mumbai,15-20 Yrs,15.0,20.0,Not Specified,,,"Educational Qualification : 15 years full time education. Summary :As a Data Engineer, ...","['Pyspark', 'Data Engineering', 'Data Pipeline Architecture', 'Etl', 'Data Integration', 'Hive', 'Python', 'Data Analytics']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-navi-mumbai-15-to-20-years-130726923352,data engineer
Manager / Data Engineer-Data Architect,Benovymed Healthcare,New Delhi,3-15 Yrs,3.0,15.0,Not Specified,,,"The ultimate aim is to provide clean, usable data to whoever may require it. Technical ...","['C++', 'Data Analytics', 'Data Management', 'Data Modeling', 'Mysql', 'Healthcare', 'Perl', 'Analytics']",3+ weeks ago,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,data engineer
Data Engineer,Accenture,Bengaluru,3-8 Yrs,3.0,8.0,Not Specified,,,"About The Role Project Role :Data EngineerProject Role Description :Design, develop a...","['Data Engineer', 'Snowflake', 'Data Warehouse', 'Etl Tools', 'Data Pipelines', 'Web Services', 'Data Querying', 'Amazon Web Services']",1 day ago,https://www.naukri.com/job-listings-data-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-130726934244,data engineer
